,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates,elevation
480,Feature,us70006t2b,4.1,"123km E of Murghob, Tajikistan",1577851155645,1580449199040,480,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t2b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t2b&format=geojson,,,,,reviewed,0,259,us,70006t2b,",us70006t2b,",",us,",",geoserve,origin,phase-data,",,3.021,0.79,72.0,mb,earthquake,"M 4.1 - 123km E of Murghob, Tajikistan",Point,"[75.3789, 38.2179, 103.77]",4695
481,Feature,pr2020001096,2.04,"7km SSE of Guanica, Puerto Rico",1577850979140,1578085374241,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001096&format=geojson,,,,,reviewed,0,64,pr,2020001096,",pr2020001096,",",pr,",",geoserve,origin,phase-data,",6.0,0.0659,0.11,229.0,md,earthquake,"M 2.0 - 7km SSE of Guanica, Puerto Rico",Point,"[-66.8868, 17.9096, 6]",0
482,Feature,nc73322056,0.79,"11km ENE of Mammoth Lakes, CA",1577850921150,1577995503074,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73322056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73322056&format=geojson,,,,,reviewed,0,10,nc,73322056,",nc73322056,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",16.0,0.03134,0.05,138.0,md,earthquake,"M 0.8 - 11km ENE of Mammoth Lakes, CA",Point,"[-118.8588333, 37.6635, 1.47]",2230
483,Feature,nn00714322,0.4,"57km N of Pahrump, Nevada",1577850912850,1577948559089,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00714322,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00714322&format=geojson,,,,,reviewed,0,2,nn,00714322,",nn00714322,",",nn,",",geoserve,origin,phase-data,",11.0,0.098,0.1166,250.66,ml,earthquake,"M 0.4 - 57km N of Pahrump, Nevada",Point,"[-115.8605, 36.7159, 0]",1203
484,Feature,us70006t2a,5.0,"57km SE of Petropavlovsk-Kamchatskiy, Russia",1577850809023,1580422251239,660,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t2a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t2a&format=geojson,4.0,3.4,,,reviewed,0,386,us,70006t2a,",us70006t2a,",",us,",",dyfi,geoserve,origin,phase-data,",,0.496,0.66,94.0,mb,earthquake,"M 5.0 - 57km SE of Petropavlovsk-Kamchatskiy, Russia",Point,"[159.1614, 52.6367, 58.46]",0
485,Feature,ci39019463,0.99,"29km NNW of California City, CA",1577850730920,1577903887475,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019463,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019463&format=geojson,,,,,reviewed,0,15,ci,39019463,",ci39019463,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",15.0,0.172,0.17,61.0,ml,earthquake,"M 1.0 - 29km NNW of California City, CA",Point,"[-118.0813333, 35.3711667, 3.16]",1291
486,Feature,pr2020001094,1.81,"16km S of Guanica, Puerto Rico",1577850589730,1578083864163,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001094,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001094&format=geojson,,,,,reviewed,0,50,pr,2020001094,",pr2020001094,",",pr,",",geoserve,origin,phase-data,",3.0,0.1836,0.12,340.0,md,earthquake,"M 1.8 - 16km S of Guanica, Puerto Rico",Point,"[-66.9346, 17.8221, 8]",0
487,Feature,nc73322051,1.14,"7km NE of Pinnacles, CA",1577850461360,1578630122974,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73322051,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73322051&format=geojson,,,,,reviewed,0,20,nc,73322051,",nc73322051,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",17.0,0.03118,0.15,125.0,md,earthquake,"M 1.1 - 7km NE of Pinnacles, CA",Point,"[-121.0775, 36.5721667, 6.57]",401
488,Feature,pr2020001093,3.28,"90km NNE of Punta Cana, Dominican Republic",1577850434210,1578082051814,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001093,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001093&format=geojson,,,,,reviewed,0,166,pr,2020001093,",pr2020001093,",",pr,",",geoserve,origin,phase-data,",8.0,1.0365,0.36,329.0,md,earthquake,"M 3.3 - 90km NNE of Punta Cana, Dominican Republic",Point,"[-67.9828, 19.2905, 29]",1
489,Feature,hv71312277,1.75,"9km WSW of Volcano, Hawaii",1577850426280,1577850766860,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv71312277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71312277&format=geojson,,,,,automatic,0,47,hv,71312277,",hv71312277,",",hv,",",geoserve,origin,phase-data,",13.0,0.01518,0.23,152.0,ml,earthquake,"M 1.8 - 9km WSW of Volcano, Hawaii",Point,"[-155.3255005, 19.4066658, 0.99]",730
490,Feature,pr2020001090,2.77,"90km N of San Antonio, Puerto Rico",1577850323880,1578076274134,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001090,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001090&format=geojson,,,,,reviewed,0,118,pr,2020001090,",pr2020001090,",",pr,",",geoserve,origin,phase-data,",5.0,0.8413,0.33,339.0,md,earthquake,"M 2.8 - 90km N of San Antonio, Puerto Rico",Point,"[-67.2373, 19.2993, 24]",1
491,Feature,uw61565537,0.97,"27km NNW of Packwood, Washington",1577850296640,1577859400250,-480,https://earthquake.usgs.gov/earthquakes/eventpage/uw61565537,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61565537&format=geojson,,,,,reviewed,0,14,uw,61565537,",uw61565537,",",uw,",",geoserve,origin,phase-data,",13.0,,0.07,74.0,ml,earthquake,"M 1.0 - 27km NNW of Packwood, Washington",Point,"[-121.757, 46.8485, 0.43]",855
492,Feature,nc73322046,1.17,"4km NW of The Geysers, CA",1577849998920,1577856182016,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73322046,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73322046&format=geojson,,,,,automatic,0,21,nc,73322046,",nc73322046,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",25.0,0.003039,0.03,41.0,md,earthquake,"M 1.2 - 4km NW of The Geysers, CA",Point,"[-122.7921677, 38.8061676, 1.71]",352
493,Feature,pr2020001088,2.11,"3km SE of Potala Pastillo, Puerto Rico",1577849956360,1578062974337,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001088,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001088&format=geojson,,,,,reviewed,0,68,pr,2020001088,",pr2020001088,",",pr,",",geoserve,origin,phase-data,",8.0,0.1562,0.41,198.0,md,earthquake,"M 2.1 - 3km SE of Potala Pastillo, Puerto Rico",Point,"[-66.468, 17.9701, 14]",12
494,Feature,ci39019447,0.82,"21km N of Ridgecrest, CA",1577849926320,1577903902723,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019447&format=geojson,,,,,reviewed,0,10,ci,39019447,",ci39019447,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",11.0,0.03396,0.18,73.0,ml,earthquake,"M 0.8 - 21km N of Ridgecrest, CA",Point,"[-117.6378333, 35.8068333, 8.74]",1341
495,Feature,pr2020001087,1.59,"10km SE of Guanica, Puerto Rico",1577849647340,1578062958377,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001087&format=geojson,,,,,reviewed,0,39,pr,2020001087,",pr2020001087,",",pr,",",geoserve,origin,phase-data,",4.0,0.0842,0.25,319.0,md,earthquake,"M 1.6 - 10km SE of Guanica, Puerto Rico",Point,"[-66.8355, 17.9031, 7]",0
496,Feature,nc73322036,0.84,"6km W of Cobb, CA",1577849633670,1577852882698,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73322036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73322036&format=geojson,,,,,automatic,0,11,nc,73322036,",nc73322036,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",17.0,0.01108,0.02,58.0,md,earthquake,"M 0.8 - 6km W of Cobb, CA",Point,"[-122.7963333, 38.8261681, 2.79]",361
497,Feature,pr2020001086,2.03,"12km SSE of Ponce, Puerto Rico",1577849529100,1578062939497,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001086&format=geojson,,,,,reviewed,0,63,pr,2020001086,",pr2020001086,",",pr,",",geoserve,origin,phase-data,",5.0,0.1412,0.16,290.0,md,earthquake,"M 2.0 - 12km SSE of Ponce, Puerto Rico",Point,"[-66.5775, 17.9045, 8]",7
498,Feature,nn00714384,0.2,"10km NNW of Truckee, California",1577849441048,1577930863745,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00714384,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00714384&format=geojson,,,,,reviewed,0,1,nn,00714384,",nn00714384,",",nn,",",geoserve,origin,phase-data,",4.0,0.105,0.0437,174.93,ml,earthquake,"M 0.2 - 10km NNW of Truckee, California",Point,"[-120.2151, 39.4179, 8.7]",1903
499,Feature,ci39019423,0.81,"18km ESE of Little Lake, CA",1577849430490,1577849641756,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019423,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019423&format=geojson,,,,,automatic,0,10,ci,39019423,",ci39019423,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",11.0,0.07669,0.2,88.0,ml,earthquake,"M 0.8 - 18km ESE of Little Lake, CA",Point,"[-117.7231667, 35.8775, 1.46]",1468
500,Feature,pr2020001085,2.0,"5km SW of Indios, Puerto Rico",1577849422070,1578059500261,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001085,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001085&format=geojson,,,,,reviewed,0,62,pr,2020001085,",pr2020001085,",",pr,",",geoserve,origin,phase-data,",6.0,0.0378,0.41,208.0,md,earthquake,"M 2.0 - 5km SW of Indios, Puerto Rico",Point,"[-66.8488, 17.9526, 8]",0
501,Feature,pr2020001083,1.77,"9km SSE of Maria Antonia, Puerto Rico",1577848947470,1578059487230,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001083,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001083&format=geojson,,,,,reviewed,0,48,pr,2020001083,",pr2020001083,",",pr,",",geoserve,origin,phase-data,",4.0,0.0833,0.04,310.0,md,earthquake,"M 1.8 - 9km SSE of Maria Antonia, Puerto Rico",Point,"[-66.8513, 17.8966, 6]",0
502,Feature,us70006t22,4.6,"24km S of Adak, Alaska",1577848828278,1581544566040,-600,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t22,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t22&format=geojson,1.0,3.4,,,reviewed,0,326,us,70006t22,",ak0201pf7cb,us70006t22,",",ak,us,",",dyfi,geoserve,moment-tensor,origin,phase-data,",,0.222,0.84,93.0,mww,earthquake,"M 4.6 - 24km S of Adak, Alaska",Point,"[-176.6912, 51.66, 53.78]",-2
503,Feature,pr2020001082,1.51,"9km SSE of Maria Antonia, Puerto Rico",1577848757160,1578059471814,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001082,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001082&format=geojson,,,,,reviewed,0,35,pr,2020001082,",pr2020001082,",",pr,",",geoserve,origin,phase-data,",3.0,0.2092,0.25,330.0,md,earthquake,"M 1.5 - 9km SSE of Maria Antonia, Puerto Rico",Point,"[-66.8458, 17.903, 13]",0
504,Feature,ak0201pfddz,2.1,"97km ESE of Old Iliamna, Alaska",1577848619350,1578698260898,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201pfddz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201pfddz&format=geojson,,,,,reviewed,0,68,ak,0201pfddz,",ak0201pfddz,",",ak,",",geoserve,origin,phase-data,",,,0.45,,ml,earthquake,"M 2.1 - 97km ESE of Old Iliamna, Alaska",Point,"[-153.394, 59.3443, 88.2]",17
505,Feature,ci39019415,0.9,"23km N of Ridgecrest, CA",1577848562520,1577903937618,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019415,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019415&format=geojson,,,,,reviewed,0,12,ci,39019415,",ci39019415,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",12.0,0.04886,0.16,82.0,ml,earthquake,"M 0.9 - 23km N of Ridgecrest, CA",Point,"[-117.6556667, 35.8281667, 6.12]",1374
506,Feature,mb80376734,1.83,"8km ESE of Whitehall, Montana",1577848551760,1577893788740,-420,https://earthquake.usgs.gov/earthquakes/eventpage/mb80376734,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80376734&format=geojson,,,,,reviewed,0,52,mb,80376734,",mb80376734,",",mb,",",geoserve,origin,phase-data,",20.0,0.086,0.18,85.0,ml,earthquake,"M 1.8 - 8km ESE of Whitehall, Montana",Point,"[-111.9998333, 45.8296667, 4.34]",1752
507,Feature,ci39019407,0.69,"5km ESE of Coso Junction, CA",1577848483190,1577903933890,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019407,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019407&format=geojson,,,,,reviewed,0,7,ci,39019407,",ci39019407,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",9.0,0.01931,0.15,161.0,ml,earthquake,"M 0.7 - 5km ESE of Coso Junction, CA",Point,"[-117.9011667, 36.025, 3.38]",1721
508,Feature,ci39019399,1.09,"14km SSW of Searles Valley, CA",1577848294440,1577903951734,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019399,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019399&format=geojson,,,,,reviewed,0,18,ci,39019399,",ci39019399,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",16.0,0.05674,0.14,83.0,ml,earthquake,"M 1.1 - 14km SSW of Searles Valley, CA",Point,"[-117.4526667, 35.6461667, 2.3]",1045
509,Feature,pr2020001080,1.56,"10km SSE of Guanica, Puerto Rico",1577848086510,1578054738300,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001080,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001080&format=geojson,,,,,reviewed,0,37,pr,2020001080,",pr2020001080,",",pr,",",geoserve,origin,phase-data,",3.0,0.1883,0.13,333.0,md,earthquake,"M 1.6 - 10km SSE of Guanica, Puerto Rico",Point,"[-66.8786, 17.8798, 11]",0
510,Feature,pr2020001079,1.48,"13km SE of Guanica, Puerto Rico",1577848005310,1578054724932,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001079,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001079&format=geojson,,,,,reviewed,0,34,pr,2020001079,",pr2020001079,",",pr,",",geoserve,origin,phase-data,",4.0,0.1124,0.34,318.0,md,earthquake,"M 1.5 - 13km SE of Guanica, Puerto Rico",Point,"[-66.8356, 17.8715, 6]",0
511,Feature,pr2020001078,2.14,"9km SSE of Guanica, Puerto Rico",1577847727910,1578054706980,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001078,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001078&format=geojson,,,,,reviewed,0,70,pr,2020001078,",pr2020001078,",",pr,",",geoserve,origin,phase-data,",7.0,0.0803,0.3,235.0,md,earthquake,"M 2.1 - 9km SSE of Guanica, Puerto Rico",Point,"[-66.869, 17.8955, 12]",0
512,Feature,us70006t1x,4.8,"17km S of Fushi, China",1577847718092,1580685414040,480,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t1x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t1x&format=geojson,,,,,reviewed,0,354,us,70006t1x,",us70006t1x,",",us,",",geoserve,origin,phase-data,",,4.088,0.73,33.0,mb,earthquake,"M 4.8 - 17km S of Fushi, China",Point,"[105.0195, 29.0289, 10]",311
513,Feature,ci39019391,0.77,"33km NNW of Searles Valley, CA",1577847616680,1577903953756,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019391&format=geojson,,,,,reviewed,0,9,ci,39019391,",ci39019391,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",12.0,0.1441,0.11,118.0,ml,earthquake,"M 0.8 - 33km NNW of Searles Valley, CA",Point,"[-117.4945, 36.0508333, 3.12]",1458
514,Feature,pr2020001077,2.04,"4km SSE of Guanica, Puerto Rico",1577847581510,1578054694200,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001077,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001077&format=geojson,,,,,reviewed,0,64,pr,2020001077,",pr2020001077,",",pr,",",geoserve,origin,phase-data,",6.0,0.0459,0.09,217.0,md,earthquake,"M 2.0 - 4km SSE of Guanica, Puerto Rico",Point,"[-66.8951, 17.932, 6]",0
515,Feature,ak0201p2h0h,0.7,"96km SE of King Salmon, Alaska",1577847439622,1578705664625,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0201p2h0h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0201p2h0h&format=geojson,,,,,reviewed,0,8,ak,0201p2h0h,",av70862809,ak0201p2h0h,",",av,ak,",",geoserve,origin,phase-data,",,,0.25,,ml,earthquake,"M 0.7 - 96km SE of King Salmon, Alaska",Point,"[-155.3331, 58.1788, 1]",438
516,Feature,pr2020001075,1.38,"8km SSE of Indios, Puerto Rico",1577847396430,1578053112846,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001075,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001075&format=geojson,,,,,reviewed,0,29,pr,2020001075,",pr2020001075,",",pr,",",geoserve,origin,phase-data,",4.0,0.0966,0.15,328.0,md,earthquake,"M 1.4 - 8km SSE of Indios, Puerto Rico",Point,"[-66.7973, 17.9238, 7]",0
517,Feature,pr2020001074,2.18,"6km N of Yaurel, Puerto Rico",1577847244700,1578053096918,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001074,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001074&format=geojson,,,,,reviewed,0,73,pr,2020001074,",pr2020001074,",",pr,",",geoserve,origin,phase-data,",6.0,0.1039,0.23,215.0,md,earthquake,"M 2.2 - 6km N of Yaurel, Puerto Rico",Point,"[-66.0495, 18.0826, 4]",18
518,Feature,us70006t1w,4.1,"28km NNW of Durres, Albania",1577847221778,1579238088161,60,https://earthquake.usgs.gov/earthquakes/eventpage/us70006t1w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70006t1w&format=geojson,1.0,1.0,,,reviewed,0,259,us,70006t1w,",us70006t1w,",",us,",",dyfi,geoserve,origin,phase-data,",,0.862,0.8,51.0,mb,earthquake,"M 4.1 - 28km NNW of Durres, Albania",Point,"[19.3395, 41.569, 16.06]",26
519,Feature,pr2020001073,1.94,"5km S of Indios, Puerto Rico",1577847115440,1578053084110,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001073,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001073&format=geojson,,,,,reviewed,0,58,pr,2020001073,",pr2020001073,",",pr,",",geoserve,origin,phase-data,",4.0,0.2293,0.15,270.0,md,earthquake,"M 1.9 - 5km S of Indios, Puerto Rico",Point,"[-66.8165, 17.9428, 8]",0
520,Feature,pr2020001072,1.67,"10km S of Guanica, Puerto Rico",1577846998400,1578053069854,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001072,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001072&format=geojson,,,,,reviewed,0,43,pr,2020001072,",pr2020001072,",",pr,",",geoserve,origin,phase-data,",3.0,0.1625,0.16,333.0,md,earthquake,"M 1.7 - 10km S of Guanica, Puerto Rico",Point,"[-66.9091, 17.8791, 8]",0
521,Feature,ci39019375,1.17,"4km SE of Lake Henshaw, CA",1577846961790,1577903970260,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019375,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019375&format=geojson,,,,,reviewed,0,21,ci,39019375,",ci39019375,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",41.0,0.02513,0.15,47.0,ml,earthquake,"M 1.2 - 4km SE of Lake Henshaw, CA",Point,"[-116.7345, 33.2211667, 12.26]",1035
522,Feature,pr2020001071,1.89,"10km S of Indios, Puerto Rico",1577846888530,1578053054622,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001071&format=geojson,,,,,reviewed,0,55,pr,2020001071,",pr2020001071,",",pr,",",geoserve,origin,phase-data,",6.0,0.0879,0.11,233.0,md,earthquake,"M 1.9 - 10km S of Indios, Puerto Rico",Point,"[-66.8306, 17.9018, 6]",0
523,Feature,pr2020001070,1.87,"2km N of Sabana Grande, Puerto Rico",1577846649150,1578051313233,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001070,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001070&format=geojson,,,,,reviewed,0,54,pr,2020001070,",pr2020001070,",",pr,",",geoserve,origin,phase-data,",3.0,0.1456,0.14,174.0,md,earthquake,"M 1.9 - 2km N of Sabana Grande, Puerto Rico",Point,"[-66.959, 18.1041, 8]",-2
524,Feature,pr2020001067,2.98,"61km NNW of San Antonio, Puerto Rico",1577846506510,1579236263040,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001067,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001067&format=geojson,,,,,reviewed,0,137,pr,2020001067,",pr2020001067,us70006u5c,",",pr,us,",",geoserve,origin,phase-data,",9.0,0.6438,0.24,288.0,md,earthquake,"M 3.0 - 61km NNW of San Antonio, Puerto Rico",Point,"[-67.259, 19.0941, 24]",2
525,Feature,ci39019367,2.03,"7km NE of Aguanga, CA",1577846470700,1578007773200,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019367,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019367&format=geojson,,,,,reviewed,0,63,ci,39019367,",ci39019367,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",78.0,0.03381,0.18,24.0,ml,earthquake,"M 2.0 - 7km NE of Aguanga, CA",Point,"[-116.8021667, 33.4785, 8.28]",1213
526,Feature,pr2020001064,2.7,"85km NW of San Antonio, Puerto Rico",1577846411080,1578051267745,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001064&format=geojson,,,,,reviewed,0,112,pr,2020001064,",pr2020001064,",",pr,",",geoserve,origin,phase-data,",8.0,0.6762,0.27,325.0,md,earthquake,"M 2.7 - 85km NW of San Antonio, Puerto Rico",Point,"[-67.6866, 19.028, 23]",0
527,Feature,nc73322026,-0.05,"9km E of Mammoth Lakes, CA",1577846328070,1577993166411,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73322026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73322026&format=geojson,,,,,reviewed,0,0,nc,73322026,",nc73322026,",",nc,",",geoserve,nearby-cities,origin,phase-data,",7.0,0.0165,0.03,118.0,md,earthquake,"M -0.1 - 9km E of Mammoth Lakes, CA",Point,"[-118.8823333, 37.6285, -0.36]",2277
528,Feature,ci39019351,1.26,"14km NNW of Ocotillo Wells, CA",1577846313840,1577904035040,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019351,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019351&format=geojson,,,,,reviewed,0,24,ci,39019351,",ci39019351,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",43.0,0.08343,0.23,81.0,ml,earthquake,"M 1.3 - 14km NNW of Ocotillo Wells, CA",Point,"[-116.1938333, 33.2593333, 9.24]",396
529,Feature,pr2020001063,2.22,"10km S of Indios, Puerto Rico",1577846182720,1578051246889,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001063,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001063&format=geojson,,,,,reviewed,0,76,pr,2020001063,",pr2020001063,",",pr,",",geoserve,origin,phase-data,",7.0,0.0889,0.12,234.0,md,earthquake,"M 2.2 - 10km S of Indios, Puerto Rico",Point,"[-66.8356, 17.8976, 7]",0
530,Feature,ci39019343,0.42,"8km NE of Aguanga, CA",1577846142640,1578064242646,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci39019343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39019343&format=geojson,,,,,reviewed,0,3,ci,39019343,",ci39019343,",",ci,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",32.0,0.02559,0.14,35.0,ml,earthquake,"M 0.4 - 8km NE of Aguanga, CA",Point,"[-116.7936667, 33.4873333, 8.52]",1236
531,Feature,hv71312197,1.94,"4km SW of Volcano, Hawaii",1577845698280,1577845867150,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv71312197,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71312197&format=geojson,,,,,automatic,0,58,hv,71312197,",hv71312197,",",hv,",",geoserve,origin,phase-data,",17.0,0.007581,0.27,38.0,md,earthquake,"M 1.9 - 4km SW of Volcano, Hawaii",Point,"[-155.2653351, 19.4058342, -0.35]",661
532,Feature,pr2020001062,1.93,"7km SSE of Guanica, Puerto Rico",1577845517470,1578051226546,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020001062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020001062&format=geojson,,,,,reviewed,0,57,pr,2020001062,",pr2020001062,",",pr,",",geoserve,origin,phase-data,",4.0,0.0598,0.31,296.0,md,earthquake,"M 1.9 - 7km SSE of Guanica, Puerto Rico",Point,"[-66.8701, 17.916, 9]",0
533,Feature,nn00714382,0.5,"4km NNW of Dayton, Nevada",1577845296645,1577930861685,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00714382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00714382&format=geojson,,,,,reviewed,0,4,nn,00714382,",nn00714382,",",nn,",",geoserve,origin,phase-data,",5.0,0.182,0.1124,155.48,ml,earthquake,"M 0.5 - 4km NNW of Dayton, Nevada",Point,"[-119.6117, 39.2709, 9.7]",2062
